基金碼,年月日,基金統編,幣別,淨值(元)
T2553C 永豐人幣債券AC,2019/04/26,42267705C,RMB,10.6727
T2553D 永豐人幣債券BC,2019/04/26,42267705D,RMB,9.145
T2643A 中信全球短高債A,2019/04/26,42458697A,NTD,10.0403
T2643B 中信全球短高債B,2019/04/26,42458697B,NTD,9.0865
T2643C 中信全球短高債A$,2019/04/26,42458697C,USD,10.4056
T2643D 中信全球短高債B$,2019/04/26,42458697D,USD,9.3855
T2648A 中信六年新債,2019/04/26,42522924A,NTD,9.6172
T2648B 中信六年新債$,2019/04/26,42522924B,USD,10.0737
T2650A 中信雄鷹新市債A,2019/04/26,42530065A,NTD,9.8898
T2650B 中信雄鷹新市債B,2019/04/26,42530065B,NTD,9.2098
T2650C 中信雄鷹新市債A$,2019/04/26,42530065C,USD,10.1131
T2650D 中信雄鷹新市債B$,2019/04/26,42530065D,USD,9.4122
T2658A 中信2024新主權A$,2019/04/26,72957447A,USD,10.2918
T2658B 中信2024新主權B$,2019/04/26,72957447B,USD,10.187
T2658C 中信2024新主權AC,2019/04/26,72957447C,RMB,10.4084
T2658D 中信2024新主權BC,2019/04/26,72957447D,RMB,10.2139
T2724A 宏利亞太入A,2019/04/26,25630146A,NTD,12.1699
T2724B 宏利亞太入B,2019/04/26,25630146B,NTD,8.8385
T2724C 宏利亞太入C,2019/04/26,25630146C,NTD,11.2717
T2724D 宏利亞太入A CNY,2019/04/26,25630146D,RMB,2.9202
T2724E 宏利亞太入C CNY,2019/04/26,25630146E,RMB,2.4584
T2727A 宏利新興市場高-A,2019/04/26,26258187A,NTD,12.6402
T2727B 宏利新興市場高-B,2019/04/26,26258187B,NTD,7.3731
T2727C 宏利新興高收債-C,2019/04/26,26258187C,NTD,8.9925
T2727D 宏利新興市場高AC,2019/04/26,26258187D,RMB,2.8942
T2727E 宏利新興高收債CC,2019/04/26,26258187E,RMB,2.0498
T2727F 宏利新興市場高AA,2019/04/26,26258187F,AUD,0.9569
T2727G 宏利新興高收債CA,2019/04/26,26258187G,AUD,0.3275
T2727H 宏利新興市場高A$,2019/04/26,26258187H,USD,0.4196
T2727J 宏利新興高收債C$,2019/04/26,26258187I,USD,0.2958
T2729A 宏利中高債A-USD,2019/04/26,26325600A,USD,13.2402
T2729B 宏利中高債B-USD,2019/04/26,26325600B,USD,9.9952
T2729C 宏利中高債A-CNY,2019/04/26,26325600C,RMB,88.929
T2729D 宏利中高債 B-CNY,2019/04/26,26325600D,RMB,67.8101
T2730A 宏利中離債 A,2019/04/26,26389097A,NTD,10.9019
T2730B 宏利中離債 B,2019/04/26,26389097B,NTD,8.8838
T2730C 宏利中離債 A-CNY,2019/04/26,26389097C,RMB,2.6829
T2730D 宏利中離債 B-CNY,2019/04/26,26389097D,RMB,2.2327
T2763A 宏利美元高收債 A,2019/04/26,42267986A,NTD,10.3998
T2763B 宏利美元高收債 B,2019/04/26,42267986B,NTD,8.3276
T2763C 宏利美元高債AC H,2019/04/26,42267986C,RMB,12.216
T2763D 宏利美元高收債BC,2019/04/26,42267986D,RMB,8.8435
T2763E 宏利美元高收債A$,2019/04/26,42267986E,USD,10.8282
T2763F 宏利美元高收債B$,2019/04/26,42267986F,USD,8.4728
T2763G 宏利美元高債BA H,2019/04/26,42267986G,AUD,8.2927
T2777A 宏利3Y亞新興債A$,2019/04/26,42472699A,USD,10.4355
T2777B 宏利3Y亞新興債C$,2019/04/26,42472699B,USD,10.026
T2789A 宏利6Y新興債Aa,2019/04/26,74414841A,NTD,10.0656
T2789B 宏利6Y新興債Bd,2019/04/26,74414841B,NTD,10.0648
T2789C 宏利6Y新興債Aa$,2019/04/26,74414841C,USD,10.025
T2789D 宏利6Y新興債Bd$,2019/04/26,74414841D,USD,10.0231
T2789E 宏利6Y新興債AaC,2019/04/26,74414841E,RMB,10.0674
T2789F 宏利6Y新興債BdC,2019/04/26,74414841F,RMB,10.0653
T2789G 宏利6Y新興債AaZ,2019/04/26,74414841G,ZAR,10.3321
T2789H 宏利6Y新興債BdZ,2019/04/26,74414841H,ZAR,10.3304
T2789J 宏利6Y新興債AaA,2019/04/26,74414841I,AUD,10.0922
T2789K 宏利6Y新興債BdA,2019/04/26,74414841J,AUD,10.0914
T3113A 貝萊德亞高收債A,2019/04/26,42320125A,NTD,11.3267
T3113B 貝萊德亞高收債B,2019/04/26,42320125B,NTD,9.1277
T3113C 貝萊德亞高收債BC,2019/04/26,42320125C,RMB,10.2382
T3113D 貝萊德亞高收債B$,2019/04/26,42320125D,USD,9.6807
T3256A 野村亞太複合債 A,2019/04/26,26310557A,NTD,13.6815
T3256B 野村亞太複合債 B,2019/04/26,26310557B,NTD,8.5926
T3256C 野村亞太複合債A$,2019/04/26,26310557E,USD,10.3885
T3256D 野村亞太複合債B$,2019/04/26,26310557F,USD,9.0863
T3256E 野村亞太複合債AC,2019/04/26,26310557C,RMB,12.8184
T3256F 野村亞太複合債BC,2019/04/26,26310557D,RMB,9.2173
T3256S 野村亞太複合債AS,2019/04/26,26310557G,NTD,10.1175
T3259A 野村環高債 A,2019/04/26,38480612A,NTD,10.7158
T3259B 野村環高債 B,2019/04/26,38480612B,NTD,7.7706
T3259C 野村環高債A$,2019/04/26,38480612C,USD,10.8928
T3259D 野村環高債B$,2019/04/26,38480612D,USD,7.9271
T3259E 野村環高債AC,2019/04/26,38480612E,RMB,12.1805
T3259F 野村環高債BC,2019/04/26,38480612F,RMB,8.6079
T3259S 野村環高債AS,2019/04/26,38480612G,NTD,10.5841
T3287A 野村美利高收債A,2019/04/26,42313341A,NTD,11.3954
T3287B 野村美利高收債B,2019/04/26,42313341B,NTD,9.1164
T3287D 野村美利高收債B$,2019/04/26,42313341C,USD,9.6459
T3287F 野村美利高收債BC,2019/04/26,42313341D,RMB,10.0159
T3287S 野村美利高收債AS,2019/04/26,42313341E,NTD,10.1598
T3294C 野村全球短收益 $,2019/04/26,42382347B,USD,10.8258
T3294E 野村全球短收益 C,2019/04/26,42382347C,RMB,10.7916
T3294Y 野村全球短收益,2019/04/26,42382347A,NTD,10.6173
T32A9A 野村亞太新興債A,2019/04/26,42519049A,NTD,10.6071
T32A9B 野村亞太新興債B,2019/04/26,42519049B,NTD,9.7501
T32A9C 野村亞太新興債A$,2019/04/26,42519049C,USD,10.5047
T32A9D 野村亞太新興債B$,2019/04/26,42519049D,USD,9.658
T32A9E 野村亞太新興債AC,2019/04/26,42519049E,RMB,10.6266
T32A9F 野村亞太新興債BC,2019/04/26,42519049F,RMB,9.6132
T32C3A 野村4Y階梯新債A,2019/04/26,72939125A,NTD,9.9168
T32C3B 野村4Y階梯新債B,2019/04/26,72939125B,NTD,9.737
T32C3C 野村4Y階梯新債A$,2019/04/26,72939125C,USD,10.0908
T32C3D 野村4Y階梯新債B$,2019/04/26,72939125D,USD,9.6721
T32C3E 野村4Y階梯新債AC,2019/04/26,72939125E,RMB,10.2455
T32C3F 野村4Y階梯新債BC,2019/04/26,72939125F,RMB,9.7227
T32E8A 野村中國新興債A,2019/04/26,72967819A,NTD,10.4305
T32E8B 野村中國新興債A$,2019/04/26,72967819C,USD,10.3679
T32E8C 野村中國新興債AC,2019/04/26,72967819D,RMB,10.2491
T32E8S 野村中國新興債S,2019/04/26,72967819B,NTD,10
T32F3A 野村邊境高主債A,2019/04/26,72967803A,NTD,10.2389
T32F3B 野村邊境高主債B,2019/04/26,72967803B,NTD,9.8906
T32F3C 野村邊境高主債A$,2019/04/26,72967803D,USD,10.3488
T32F3D 野村邊境高主債B$,2019/04/26,72967803E,USD,9.9999
T32F3E 野村邊境高主債AC,2019/04/26,72967803F,RMB,10.3918
T32F3F 野村邊境高主債BC,2019/04/26,72967803G,RMB,10.0011
T32F3S 野村邊境高主債S,2019/04/26,72967803C,NTD,10
T32G1A 野村5Y階新興債A,2019/04/26,72967769A,NTD,10.4351
T32G1B 野村5Y階新興債B,2019/04/26,72967769B,NTD,10.1291
T32G1C 野村5Y階新興債A$,2019/04/26,72967769C,USD,10.3864
T32G1D 野村5Y階新興債B$,2019/04/26,72967769D,USD,10.129
T32G1E 野村5Y階新興債AC,2019/04/26,72967769E,RMB,10.4717
T32G1F 野村5Y階新興債BC,2019/04/26,72967769F,RMB,10.1695
T32G8A 野村全金融收益A,2019/04/26,72961391A,NTD,10.2858
T32G8B 野村全金融收益B,2019/04/26,72961391B,NTD,10.0929
T32G8C 野村全金融收益A$,2019/04/26,72961391D,USD,10.374
T32G8D 野村全金融收益B$,2019/04/26,72961391E,USD,10.1815
T32G8E 野村全金融收益AC,2019/04/26,72961391F,RMB,10.4581
T32G8F 野村全金融收益BC,2019/04/26,72961391G,RMB,10.2325
T32G8S 野村全金融收益S,2019/04/26,72961391C,NTD,10
T32H6A 野村2024新債Aa,2019/04/26,73651155A,NTD,10.4595
T32H6B 野村2024新債Bb,2019/04/26,73651155B,NTD,10.3568
T32H6C 野村2024新債Aa$,2019/04/26,73651155C,USD,10.5218
T32H6D 野村2024新債Bb$,2019/04/26,73651155D,USD,10.351
T32H6E 野村2024新債AaC,2019/04/26,73651155E,RMB,10.5562
T32H6F 野村2024新債BbC,2019/04/26,73651155F,RMB,10.3686
T32J3A 野村6Y目新債Aa,2019/04/26,73651107A,NTD,10.419
T32J3B 野村6Y目新債Aa$,2019/04/26,73651107B,USD,10.3693
T32J3C 野村6Y目新債AaC,2019/04/26,73651107C,RMB,10.4183
T32J6A 野村6Y階新債Aa,2019/04/26,73692022A,NTD,10.14
T32J6B 野村6Y階新債Aa$,2019/04/26,73692022B,USD,10.1398
T32J6C 野村6Y階新債AaC,2019/04/26,73692022C,RMB,10.1614
T3322A 聯邦囍新興亞債 A,2019/04/26,31887600A,NTD,11.3305
T3322B 聯邦囍新興亞債 B,2019/04/26,31887600B,NTD,8.5998
T3322C 聯邦囍新興亞債AC,2019/04/26,31887600C,RMB,12.2044
T3322D 聯邦囍新興亞債BC,2019/04/26,31887600D,RMB,10.5353
T3335A 聯邦永騰亞高債A,2019/04/26,42386420A,NTD,10.5512
T3335B 聯邦永騰亞高債B,2019/04/26,42386420B,NTD,8.8528
T3335C 聯邦永騰亞高債AC,2019/04/26,42386420C,RMB,12.4974
T3335D 聯邦永騰亞高債BC,2019/04/26,42386420D,RMB,10.4364
T3335E 聯邦永騰亞高債A$,2019/04/26,42386420E,USD,11.6498
T3335F 聯邦永騰亞高債B$,2019/04/26,42386420F,USD,9.7813
T3345A 聯邦2024新債Aa$,2019/04/26,73661668A,USD,10.5493
T3345B 聯邦2024新債AaC,2019/04/26,73661668B,RMB,10.3133
T3607B 安聯全球債 B,2019/04/26,98669250B,NTD,10.4446
T3607Y 安聯全球債 A,2019/04/26,98669250A,NTD,12.2517
T3732A 國泰新興高收債 A,2019/04/26,26331835A,NTD,10.711
T3732B 國泰新興高收債 B,2019/04/26,26331835B,NTD,6.6014
T3732C 國泰新興高收債A$,2019/04/26,26331835C,USD,0.3529
T3732D 國泰新興高收債B$,2019/04/26,26331835D,USD,0.2239
T3732E 國泰新興高收債AC,2019/04/26,26331835E,RMB,2.3059
T3732F 國泰新興高收債BC,2019/04/26,26331835F,RMB,1.4484
T3732G 國泰新興高收債I$,2019/04/26,26331835G,USD,0.3466
T3737A 國泰策略高收債 A,2019/04/26,31913488A,NTD,11.0042
T3737B 國泰策略高收債 B,2019/04/26,31913488B,NTD,7.5744
T3737C 國泰策略高收債A$,2019/04/26,31913488C,USD,0.3725
T3737D 國泰策略高收債B$,2019/04/26,31913488D,USD,0.2451
T3741U 國泰中國新債USDA,2019/04/26,38482914B,USD,0.345
T3741Y 國泰中國新興債券,2019/04/26,38482914A,NTD,10.4855
T3768A 國泰中國高收債A,2019/04/26,42313481A,NTD,10.0562
T3768B 國泰中國高收債B,2019/04/26,42313481B,NTD,8.2023
T3768C 國泰中國高收債A$,2019/04/26,42313481C,USD,0.329
T3768D 國泰中國高收債AC,2019/04/26,42313481D,RMB,2.2483
T3775A 國泰抵押高債A,2019/04/26,72958754A,NTD,10.7848
T3775B 國泰抵押高債B,2019/04/26,72958754B,NTD,10.3107
T3775C 國泰抵押高債NB,2019/04/26,72958754C,NTD,10.3384
T3775D 國泰抵押高債A$,2019/04/26,72958754D,USD,0.3486
T3775E 國泰抵押高債B$,2019/04/26,72958754E,USD,0.3331
T3775F 國泰抵押高債NB$,2019/04/26,72958754F,USD,0.3338
T3806A 富達亞洲總報酬A,2019/04/26,42439952A,NTD,10.4385
T3806B 富達亞洲總報酬B,2019/04/26,42439952B,NTD,9.2039
T3806C 富達亞洲總報酬A$,2019/04/26,42439952C,USD,11.0974
T3806D 富達亞洲總報酬B$,2019/04/26,42439952D,USD,9.8842
T3806E 富達亞洲總報酬AC,2019/04/26,42439952E,RMB,11.2527
T3806F 富達亞洲總報酬BC,2019/04/26,42439952F,RMB,8.6325
T3806G 富達亞洲總報酬I,2019/04/26,42439952G,NTD,10.3446
T3806H 富達亞洲總報酬Id,2019/04/26,42439952H,NTD,9.3828
T3807A 富達新市企債AA,2019/04/26,42519391A,NTD,10.1337
T3807B 富達新市企債AB,2019/04/26,42519391B,NTD,9.274
T3807C 富達新市企債AA$,2019/04/26,42519391C,USD,10.5829
T3807D 富達新市企債AB$,2019/04/26,42519391D,USD,9.7351
T3807E 富達新市企債AAC,2019/04/26,42519391E,RMB,10.5289
T3807F 富達新市企債ABC,2019/04/26,42519391F,RMB,8.8568
T3807G 富達新市企債IA,2019/04/26,42519391G,NTD,10.2806
T3807H 富達新市企債IB,2019/04/26,42519391H,NTD,9.4009
T3808A 富達亞洲高收A,2019/04/26,42543391A,NTD,9.905
T3808B 富達亞洲高收A.d,2019/04/26,42543391B,NTD,8.9435
T3808C 富達亞洲高收A$,2019/04/26,42543391C,USD,10.3388
T3808D 富達亞洲高收A.d$,2019/04/26,42543391D,USD,9.3528
T3808E 富達亞洲高收AC,2019/04/26,42543391E,RMB,10.251
T3808F 富達亞洲高收A.dC,2019/04/26,42543391F,RMB,8.67
T3808G 富達亞洲高收I,2019/04/26,42543391G,NTD,10.0314
T3808H 富達亞洲高收I.d,2019/04/26,42543391H,NTD,10
T4012A 德銀亞洲債 A,2019/04/26,26300262A,NTD,13.9237
T4012B 德銀亞洲債 B,2019/04/26,26300262B,NTD,8.3428
T4012C 德銀亞洲債 A$,2019/04/26,26300262C,USD,12.0637
T4012D 德銀亞洲債 B$,2019/04/26,26300262D,USD,11.2748
T4012E 德銀亞洲高收債AC,2019/04/26,26300262E,RMB,15.6321
T4012F 德銀亞洲高收債BC,2019/04/26,26300262F,RMB,10.5047
T4020A 德銀2024新興債$,2019/04/26,73636351A,USD,10.5132
T4020B 德銀2024新興債C,2019/04/26,73636351B,RMB,10.5786
T4128A 凱基六年新興債,2019/04/26,72937098A,NTD,10.005
T4128B 凱基六年新興債$,2019/04/26,72937098B,USD,10.1226
T4129A 凱基2024新興債$,2019/04/26,72974804A,USD,10.6057
T4129B 凱基2024新興債C,2019/04/26,72974804B,RMB,10.4528
T4130A 凱基2025新債Aa$,2019/04/26,73713384A,USD,10.3333
T4130B 凱基2025新債AaC,2019/04/26,73713384B,RMB,10.2156
T4214A 施羅德全球策略 A,2019/04/26,26265912A,NTD,10.9667
T4214B 施羅德全球策略 B,2019/04/26,26265912B,NTD,6.0919
T4214C 施羅德全球策略BC,2019/04/26,26265912C,RMB,10.1946
T4216A 施羅德中高 A,2019/04/26,31825598A,NTD,12.2302
T4216B 施羅德中高 B,2019/04/26,31825598B,NTD,8.4758
T4216C 施羅德中高 A-USD,2019/04/26,31825598C,USD,0.4577
T4216D 施羅德中高 B-USD,2019/04/26,31825598D,USD,0.2986
T4216E 施羅德中高 A-CNY,2019/04/26,31825598E,RMB,2.7846
T4216F 施羅德中高 B-CNY,2019/04/26,31825598F,RMB,1.9675
T4218A 施羅德中國債券A$,2019/04/26,31999979A,USD,11.0709
T4218B 施羅德中國債券B$,2019/04/26,31999979B,USD,8.7596
T4218C 施羅德中國債券AC,2019/04/26,31999979C,RMB,12.0863
T4218D 施羅德中國債券BC,2019/04/26,31999979D,RMB,9.6063
T4219A 施羅德四年主權B,2019/04/26,42440509A,NTD,10.0695
T4219B 施羅德四年主權A$,2019/04/26,42440509B,USD,11.0059
T4219C 施羅德四年主權B$,2019/04/26,42440509C,USD,10.1941
T4220A 施羅德六年新債,2019/04/26,42478666A,NTD,10.3854
T4220B 施羅德六年新債$,2019/04/26,42478666B,USD,10.5613
T4221A 施羅德四新市債A,2019/04/26,42517577A,NTD,10.0401
T4221B 施羅德四新市債B,2019/04/26,42517577B,NTD,9.7103
T4221C 施羅德四新市債A$,2019/04/26,42517577C,USD,10.2747
T4221D 施羅德四新市債B$,2019/04/26,42517577D,USD,9.7364
T4222A 施2021新美主債A,2019/04/26,42531563A,NTD,9.9826
T4222B 施2021新美主債B,2019/04/26,42531563B,NTD,9.7179
T4222C 施2021新美主債A$,2019/04/26,42531563C,USD,10.2741
T4222D 施2021新美主債B$,2019/04/26,42531563D,USD,9.801
T4223A 施羅德2024新主$,2019/04/26,42552378A,USD,9.8539
T4223B 施羅德2024新主C,2019/04/26,42552378B,RMB,10.0324
T4224A 施羅德2022新主A,2019/04/26,72953961A,NTD,10.3163
T4224B 施羅德2022新主B,2019/04/26,72953961B,NTD,10
T4224C 施羅德2022新主A$,2019/04/26,72953961C,USD,10.0513
T4224D 施羅德2022新主B$,2019/04/26,72953961D,USD,9.7584
T4224E 施羅德2022新主AC,2019/04/26,72953961E,RMB,10.2113
T4224F 施羅德2022新主BC,2019/04/26,72953961F,RMB,9.8254
T4225A 施羅德2022優主A$,2019/04/26,72963709A,USD,10.2006
T4225B 施羅德2022優主B$,2019/04/26,72963709B,USD,9.8992
T4225C 施羅德2022優主AC,2019/04/26,72963709C,RMB,10.3978
T4225D 施羅德2022優主BC,2019/04/26,72963709D,RMB,9.9798
T4226A 施羅德2024首主A$,2019/04/26,73625729A,USD,10.3753
T4226B 施羅德2024首主B$,2019/04/26,73625729B,USD,10.1703
T4226C 施羅德2024首主AC,2019/04/26,73625729C,RMB,10.4193
T4226D 施羅德2024首主BC,2019/04/26,73625729D,RMB,10.1678
T4226E 施羅德2024首主AZ,2019/04/26,73625729E,ZAR,10.7784
T4226F 施羅德2024首主BZ,2019/04/26,73625729F,ZAR,10.3082
T4227A 施羅德2022勢主A$,2019/04/26,73668281A,USD,10.3149
T4227B 施羅德2022勢主B$,2019/04/26,73668281B,USD,10.0935
T4227C 施羅德2022勢主AC,2019/04/26,73668281C,RMB,10.4219
T4227D 施羅德2022勢主BC,2019/04/26,73668281D,RMB,10.164
T4228A 施2025新首主Aa,2019/04/26,73703386A,NTD,10.2133
T4228B 施2025新首主Aa$,2019/04/26,73703386B,USD,10.2323
T4228C 施2025新首主AaC,2019/04/26,73703386C,RMB,10.1711
T4229A 施2025新雙主Aa$,2019/04/26,74704004A,USD,10.0226
T4229B 施2025新雙主Bd$,2019/04/26,74704004B,USD,10.0245
T4229C 施2025新雙主AaC,2019/04/26,74704004C,RMB,10.0678
T4229D 施2025新雙主BdC,2019/04/26,74704004D,RMB,10.0659
T4229E 施2025新雙主AaZ,2019/04/26,74704004E,ZAR,10.3065
T4229F 施2025新雙主BdZ,2019/04/26,74704004F,ZAR,10.3084
T4322A 華頓全球高收益 A,2019/04/26,25652470A,NTD,13.7873
T4322B 華頓全球高收益 B,2019/04/26,25652470B,NTD,8.174
T4335A 華頓3y人幣新債A,2019/04/26,42530874A,NTD,10.8385
T4335B 華頓3y人幣新債B,2019/04/26,42530874B,NTD,10.0826
T4335C 華頓3y人幣新債AC,2019/04/26,42530874C,RMB,10.6675
T4335D 華頓3y人幣新債BC,2019/04/26,42530874D,RMB,9.9915
T4336A 華頓3Y中國離A,2019/04/26,42550300A,NTD,10.5813
T4336B 華頓3Y中國離B,2019/04/26,42550300B,NTD,9.9943
T4336C 華頓3Y中國離AC,2019/04/26,42550300C,RMB,10.4961
T4336D 華頓3Y中國離BC,2019/04/26,42550300D,RMB,9.9464
T4337A 國票3Y新興債Aa,2019/04/26,73673658A,NTD,10.4215
T4337B 國票3Y新興債Bd,2019/04/26,73673658B,NTD,10.1915
T4337C 國票3Y新興債AaC,2019/04/26,73673658C,RMB,10.5034
T4337D 國票3Y新興債BdC,2019/04/26,73673658D,RMB,10.2913
T4337E 國票3Y新興債Aa$,2019/04/26,73673658E,USD,10.3848
T4337F 國票3Y新興債Bd$,2019/04/26,73673658F,USD,10.2065
T4512A 富蘭全高收債A,2019/04/26,31836244A,NTD,11.0277
T4512B 富蘭全高收債B,2019/04/26,31836244B,NTD,7.5218
T4512C 富蘭全高收債A$,2019/04/26,31836244C,USD,10.4703
T4512D 富蘭全高收債B$,2019/04/26,31836244D,USD,7.6456
T4512E 富蘭全高收債AA,2019/04/26,31836244E,AUD,10.7421
T4512F 富蘭全高收債BA,2019/04/26,31836244F,AUD,7.6709
T4512G 富蘭全高收債AC,2019/04/26,31836244G,RMB,11.452
T4512H 富蘭全高收債BC,2019/04/26,31836244H,RMB,8.7044
T4512J 富蘭全高收債AZ,2019/04/26,31836244I,ZAR,14.0101
T4512K 富蘭全高收債BZ,2019/04/26,31836244J,ZAR,10.2413
T4512L 富蘭全高收債C,2019/04/26,31836244K,NTD,8.8939
T4512M 富蘭全高收債C$,2019/04/26,31836244L,USD,9.0227
T4512N 富蘭全高收債CC,2019/04/26,31836244M,RMB,8.9302
T4514A 富蘭全球投資債 A,2019/04/26,31920832A,NTD,9.3307
T4514B 富蘭全球投資債 B,2019/04/26,31920832B,NTD,7.8205
T4514C 富蘭全球投資債A$,2019/04/26,31920832C,USD,9.8295
T4514D 富蘭全球投資債B$,2019/04/26,31920832D,USD,8.9344
T4516A 富蘭克林中高債 C,2019/04/26,38547418B,RMB,10.0801
T4516B 富蘭克林中高債 $,2019/04/26,38547418C,USD,9.5943
T4516Y 富蘭克林中國高收,2019/04/26,38547418A,NTD,9.1067
T4744A 台新亞澳高收債 A,2019/04/26,31829551A,NTD,12.4709
T4744B 台新亞澳高收債 B,2019/04/26,31829551B,NTD,8.6211
T4744C 台新亞澳高收債A$,2019/04/26,31829551C,USD,0.406
T4744D 台新亞澳高收債B$,2019/04/26,31829551D,USD,0.2844
T4748A 台新新興市場債 A,2019/04/26,31969530A,NTD,11.026
T4748B 台新新興市場債 B,2019/04/26,31969530B,NTD,7.9265
T4748C 台新新興市場債A$,2019/04/26,31969530C,USD,0.3514
T4748D 台新新興市場債B$,2019/04/26,31969530D,USD,0.2664
T4757A 台新絲路高收債A,2019/04/26,42484962A,NTD,9.4519
T4757B 台新絲路高收債B,2019/04/26,42484962B,NTD,8.4393
T4757C 台新絲路高收債A$,2019/04/26,42484962C,USD,9.217
T4757D 台新絲路高收債B$,2019/04/26,42484962D,USD,8.2383
T4804A 合庫全球高收債 A,2019/04/26,31890485A,NTD,11.5339
T4804B 合庫全球高收債 B,2019/04/26,31890485B,NTD,8.131
T4804C 合庫全球高收債A$,2019/04/26,31890485C,USD,11.1724
T4804D 合庫全球高收債B$,2019/04/26,31890485D,USD,9.1077
T4804E 合庫全球高收債AA,2019/04/26,31890485E,AUD,11.9954
T4804F 合庫全球高收債BA,2019/04/26,31890485F,AUD,8.8991
T4804G 合庫全球高收債AC,2019/04/26,31890485G,RMB,12.5319
T4804H 合庫全球高收債BC,2019/04/26,31890485H,RMB,9.4592
T4804J 合庫全球高收債C$,2019/04/26,31890485I,USD,9.2914
T4811A 合庫六年新興債A,2019/04/26,73639097A,NTD,10.2892
T4811B 合庫六年新興債B,2019/04/26,73639097B,NTD,10.3839
T4811C 合庫六年新興債AC,2019/04/26,73639097C,RMB,10.4772
T4811D 合庫六年新興債BC,2019/04/26,73639097D,RMB,10.273
T4811E 合庫六年新興債A$,2019/04/26,73639097E,USD,10.4664
T4811F 合庫六年新興債B$,2019/04/26,73639097F,USD,10.3352
T4904A 大華2023伊斯Aa$,2019/04/26,73713716A,USD,10.1596
T4904B 大華2023伊斯Bd$,2019/04/26,73713716B,USD,10.159
T4904C 大華2023伊斯AaC,2019/04/26,73713716C,RMB,10.0878
T4904D 大華2023伊斯BdC,2019/04/26,73713716D,RMB,10.0878
T4904E 大華2023伊斯Bd,2019/04/26,73713716E,NTD,10
T5002A 路博邁全高債Ta,2019/04/26,72968937A,NTD,10.36
T5002B 路博邁全高債Td,2019/04/26,72968937B,NTD,9.93
T5002C 路博邁全高債TaC,2019/04/26,72968937E,RMB,10.46
T5002D 路博邁全高債TdC,2019/04/26,72968937F,RMB,9.88
T5002E 路博邁全高債TaA,2019/04/26,72968937G,AUD,10.34
T5002F 路博邁全高債TdA,2019/04/26,72968937H,AUD,9.86
T5002G 路博邁全高債TaZ,2019/04/26,72968937I,ZAR,10.73
T5002H 路博邁全高債TdZ,2019/04/26,72968937J,ZAR,9.93
T5002J 路博邁全高債Ta$,2019/04/26,72968937C,USD,10.4
T5002K 路博邁全高債Td$,2019/04/26,72968937D,USD,9.92
T5002L 路博邁全高債Na,2019/04/26,72968937K,NTD,10.12
T5002M 路博邁全高債Nd,2019/04/26,72968937L,NTD,10.05
T5002N 路博邁全高債Na$,2019/04/26,72968937M,USD,10.09
T5002P 路博邁全高債Nd$,2019/04/26,72968937N,USD,10.09
T5002Q 路博邁全高債NaC,2019/04/26,72968937O,RMB,10.07
T5002R 路博邁全高債NdC,2019/04/26,72968937P,RMB,10.08
T5002S 路博邁全高債NaA,2019/04/26,72968937Q,AUD,10.07
T5002T 路博邁全高債NdA,2019/04/26,72968937R,AUD,10.04
T5002U 路博邁全高債NaZ,2019/04/26,72968937S,ZAR,10.14
T5002V 路博邁全高債NdZ,2019/04/26,72968937T,ZAR,10.03
T0117A 兆豐國際新高債 A,2019/04/19,31923107A,NTD,10.5585
T0117B 兆豐國際新高債 B,2019/04/19,31923107B,NTD,8.1425
T0449A 匯豐中高收A-CNY,2019/04/19,26396604B,RMB,2.576
